city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,garage,basement,sale_year,sale_price
Longueuil,Saint-Hubert,Triplex,6,5,2245,6843.0,2013,no,yes,2025,1016000
Laval,Vimont,Single Family,6,2,1530,10127.0,1956,yes,yes,2022,723000
Granby,Centre-Ville,Single Family,5,2,1464,9885.0,1992,yes,yes,2021,493000
Québec,Vanier,Single Family,5,3,1409,6453.0,2008,yes,yes,2025,481000
Montréal,NDG,Duplex,5,3,1700,4105.0,1958,no,yes,2024,736000
Trois-Rivières,Centre-Ville,Single Family,2,3,1723,5360.0,1993,yes,no,2025,332000
Gatineau,Gatineau Centre,Single Family,3,2,1587,4594.0,2017,yes,yes,2025,626000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,4,3,1405,5600.0,1961,yes,no,2022,312000
Gatineau,Aylmer,Single Family,5,2,1436,6013.0,1979,yes,no,2025,675000
Québec,Lebourgneuf,Duplex,5,3,1643,4390.0,1935,no,yes,2025,484000
Vaudreuil-Dorion,Centre-Ville,Townhouse,3,2,1156,2969.0,2014,yes,no,2024,384000
Brossard,Secteur C,Townhouse,3,1,1092,3755.0,1971,no,yes,2025,461000
Blainville,Blainville Centre,Single Family,4,3,1455,8826.0,1989,yes,yes,2025,519000
Laval,Fabreville,Single Family,2,2,1505,6545.0,1977,yes,no,2023,530000
Repentigny,Le Gardeur,Single Family,3,1,1384,9232.0,1955,yes,yes,2023,523000
Mirabel,Saint-Canut,Townhouse,3,2,1052,2754.0,2012,yes,yes,2025,392000
Terrebonne,Lachenaie,Triplex,8,4,2439,4034.0,1989,yes,yes,2025,1241000
Longueuil,Vieux-Longueuil,Duplex,5,3,1982,5531.0,2021,yes,yes,2023,732000
Sherbrooke,Centre-Ville,Single Family,4,4,1772,7714.0,2018,yes,yes,2025,493000
Châteauguay,Centre-Ville,Single Family,3,4,2021,8500.0,1974,yes,yes,2021,359000
Châteauguay,Centre-Ville,Single Family,4,3,1179,10045.0,1962,no,no,2021,267000
Sherbrooke,Fleurimont,Single Family,3,3,1215,4286.0,1990,no,yes,2025,494000
Montréal,Lachine,Single Family,4,3,1750,6708.0,1974,no,yes,2024,636000
Montréal,Mercier,Single Family,4,3,1678,4844.0,2019,no,yes,2022,671000
Alma,Alma Centre,Triplex,6,4,2326,4137.0,2003,no,yes,2022,360000
Sherbrooke,Rock Forest,Duplex,4,4,1871,3503.0,2019,yes,no,2025,595000
Vaudreuil-Dorion,Centre-Ville,Single Family,3,2,1413,8681.0,2010,yes,no,2025,544000
Laval,Sainte-Dorothée,Single Family,4,4,1633,5467.0,1983,yes,yes,2024,692000
Repentigny,Le Gardeur,Single Family,2,2,1314,7191.0,1964,yes,yes,2024,580000
Québec,Val-Bélair,Single Family,4,2,1524,6114.0,1993,yes,yes,2024,420000
Laval,Duvernay,Single Family,3,3,1688,11077.0,1981,yes,yes,2024,719000
Sherbrooke,Centre-Ville,Single Family,4,2,1324,8738.0,1961,yes,yes,2022,456000
Sept-Îles,Sept-Îles Centre,Single Family,2,1,1527,7238.0,1985,yes,yes,2023,173000
Saint-Jean-sur-Richelieu,Iberville,Single Family,4,2,1741,4614.0,2018,no,yes,2021,368000
Montréal,Villeray,Single Family,4,2,1391,12633.0,1969,yes,yes,2025,686000
Montréal,Villeray,Triplex,8,4,2771,4218.0,2010,yes,no,2024,1212000
Québec,Sillery,Single Family,3,3,1268,6608.0,1912,yes,yes,2023,406000
Saguenay,Chicoutimi,Single Family,4,3,1808,3388.0,2019,no,yes,2025,394000
Saint-Jean-sur-Richelieu,Centre-Ville,Duplex,4,3,1689,6288.0,2017,no,yes,2024,461000
Gatineau,Hull,Duplex,4,3,1970,5141.0,1955,yes,yes,2024,625000
Montréal,LaSalle,Single Family,5,3,1221,3677.0,2019,yes,yes,2023,480000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,4,2,1721,3786.0,2011,yes,yes,2025,377000
Trois-Rivières,Centre-Ville,Townhouse,3,1,1175,2573.0,1990,yes,no,2024,270000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,4,3,1028,3422.0,1955,yes,yes,2024,298000
Repentigny,Le Gardeur,Single Family,4,2,1608,9241.0,2022,yes,yes,2023,616000
Granby,Centre-Ville,Single Family,3,4,946,7502.0,2014,yes,yes,2021,384000
Québec,Sainte-Foy,Single Family,4,2,1669,11634.0,2012,yes,yes,2021,432000
Saint-Bruno-de-Montarville,Centre-Ville,Single Family,4,4,2001,13746.0,1968,yes,yes,2021,580000
Montréal,Plateau-Mont-Royal,Single Family,3,4,1105,3525.0,1964,no,yes,2024,424000
Laval,Vimont,Triplex,6,3,2767,3500.0,2003,yes,yes,2023,870000
Sherbrooke,Rock Forest,Single Family,3,3,1809,4377.0,2013,yes,yes,2025,516000
Laval,Fabreville,Townhouse,2,2,1051,1952.0,2017,yes,yes,2025,469000
Laval,Fabreville,Duplex,5,3,1858,6410.0,2005,no,yes,2023,718000
Mirabel,Sainte-Monique,Townhouse,4,2,983,2239.0,2023,no,yes,2024,395000
Trois-Rivières,Trois-Rivières-Ouest,Townhouse,3,2,956,3998.0,1975,yes,no,2025,248000
Drummondville,Centre-Ville,Single Family,5,3,1458,7289.0,1967,yes,yes,2025,431000
Rimouski,Rimouski Centre,Single Family,5,3,1278,10570.0,2011,yes,yes,2023,228000
Trois-Rivières,Cap-de-la-Madeleine,Townhouse,3,2,1038,3356.0,1980,yes,yes,2025,263000
Repentigny,Repentigny Centre,Townhouse,3,1,1108,2975.0,2011,yes,yes,2021,332000
Saguenay,Jonquière,Townhouse,3,2,1106,3049.0,1997,yes,yes,2023,191000
Laval,Fabreville,Single Family,2,4,1647,8139.0,1978,yes,yes,2021,562000
Châteauguay,Centre-Ville,Townhouse,3,2,982,2452.0,1963,no,yes,2023,232000
Laval,Duvernay,Townhouse,3,2,917,3008.0,1981,yes,yes,2021,301000
Sherbrooke,Fleurimont,Single Family,6,2,2023,8818.0,1995,no,yes,2025,509000
Laval,Duvernay,Single Family,6,4,1713,4469.0,1970,no,yes,2024,623000
Terrebonne,Lachenaie,Townhouse,3,2,882,2103.0,2021,yes,yes,2022,404000
Drummondville,Saint-Charles,Single Family,5,3,1229,9045.0,1963,no,yes,2023,304000
Saint-Jean-sur-Richelieu,Iberville,Townhouse,3,2,1311,3442.0,2017,yes,yes,2023,283000
Longueuil,Greenfield Park,Single Family,6,2,1992,10041.0,1975,yes,yes,2022,651000
Montréal,NDG,Single Family,4,4,1893,8695.0,1940,no,yes,2025,624000
Québec,Lebourgneuf,Duplex,5,3,1546,4547.0,1961,yes,yes,2024,471000
Baie-Comeau,Baie-Comeau Centre,Single Family,3,3,1835,9522.0,1975,yes,yes,2021,207000
Montréal,Hochelaga-Maisonneuve,Townhouse,4,1,1020,1759.0,1904,no,yes,2025,441000
Châteauguay,Centre-Ville,Duplex,5,3,1786,4061.0,2019,yes,yes,2022,356000
Longueuil,Vieux-Longueuil,Single Family,3,2,1083,10978.0,2023,yes,yes,2024,608000
Saint-Jérôme,Bellefeuille,Bungalow,2,1,1172,6324.0,2009,yes,yes,2023,393000
Gatineau,Gatineau Centre,Townhouse,3,2,1390,3015.0,2016,yes,no,2022,325000
Sherbrooke,Fleurimont,Single Family,5,3,2064,3293.0,2003,no,no,2025,399000
Sherbrooke,Lennoxville,Townhouse,2,1,1052,3493.0,2013,yes,no,2022,264000
Drummondville,Centre-Ville,Single Family,2,3,1510,6949.0,1988,yes,yes,2021,294000
Québec,Lebourgneuf,Single Family,4,2,1511,8158.0,1985,yes,yes,2024,442000
Candiac,Candiac Centre,Single Family,4,3,2042,12447.0,1988,no,yes,2025,761000
Gatineau,Gatineau Centre,Townhouse,3,2,1080,3454.0,2019,no,yes,2022,395000
Blainville,Blainville Centre,Bungalow,3,2,1277,6040.0,1977,yes,yes,2025,557000
Montréal,Ville-Marie,Single Family,4,2,1876,6286.0,2006,yes,yes,2021,608000
Longueuil,Saint-Hubert,Single Family,4,3,1772,6970.0,1965,yes,yes,2022,731000
Brossard,Solar Uniquartier,Townhouse,3,1,1112,1736.0,2002,yes,yes,2021,383000
Terrebonne,La Plaine,Single Family,5,2,1352,5577.0,2022,yes,yes,2024,604000
Laval,Vimont,Single Family,4,2,1623,9942.0,1975,yes,yes,2021,541000
Montréal,Ahuntsic,Single Family,5,2,1769,6626.0,2020,no,yes,2024,608000
Québec,Sainte-Foy,Single Family,4,3,1861,11837.0,1973,yes,no,2025,539000
Longueuil,Le Vieux-Longueuil,Single Family,4,2,1623,6758.0,1980,yes,yes,2024,714000
Saint-Jérôme,Centre-Ville,Single Family,5,2,1339,6142.0,1997,yes,yes,2023,305000
Gatineau,Aylmer,Single Family,4,1,1564,6191.0,1987,yes,no,2024,509000
Saint-Jean-sur-Richelieu,Centre-Ville,Triplex,5,4,1929,5896.0,1968,yes,no,2024,534000
Sherbrooke,Centre-Ville,Single Family,4,1,1625,10329.0,1971,yes,yes,2024,485000
Québec,Vanier,Single Family,5,2,1431,4672.0,1948,yes,yes,2025,491000
Montréal,Ahuntsic,Single Family,3,2,1185,4670.0,1981,no,yes,2025,559000
Brossard,Solar Uniquartier,Single Family,4,2,1160,13061.0,2007,no,no,2023,506000
Saguenay,Chicoutimi,Single Family,5,2,1792,5024.0,1989,yes,yes,2023,335000
Saint-Jérôme,Centre-Ville,Single Family,5,2,1308,9895.0,2003,yes,yes,2024,422000
Montréal,Pointe-aux-Trembles,Single Family,5,2,1511,3874.0,1934,no,yes,2024,554000
Trois-Rivières,Centre-Ville,Single Family,5,2,2009,5941.0,2015,yes,yes,2022,387000
Terrebonne,Terrebonne Ouest,Townhouse,3,2,1054,3590.0,1969,yes,yes,2024,318000
Mirabel,Sainte-Monique,Triplex,6,5,2021,5332.0,1998,no,yes,2025,675000
Laval,Pont-Viau,Duplex,5,3,1518,6892.0,1968,yes,yes,2024,522000
Rimouski,Rimouski Centre,Townhouse,3,2,1149,4292.0,1992,yes,yes,2021,168000
Terrebonne,Terrebonne Ouest,Single Family,3,2,1150,4931.0,2017,yes,yes,2022,586000
Laval,Sainte-Dorothée,Single Family,5,1,1484,11874.0,2003,yes,no,2025,696000
Mirabel,Saint-Canut,Single Family,4,2,1103,7871.0,1975,yes,yes,2024,413000
Trois-Rivières,Centre-Ville,Single Family,3,3,1221,4185.0,1978,yes,yes,2024,293000
Montréal,Hochelaga-Maisonneuve,Duplex,3,3,2059,3792.0,1970,no,yes,2025,719000
Montréal,Outremont,Single Family,6,2,1608,7006.0,2012,yes,no,2024,623000
Montréal,Rosemont,Single Family,3,2,1333,7225.0,1905,yes,no,2023,436000
Vaudreuil-Dorion,Centre-Ville,Single Family,5,2,1779,6443.0,1964,yes,no,2024,657000
Lévis,Charny,Townhouse,3,2,1265,3410.0,1965,yes,yes,2024,344000
Blainville,Blainville Centre,Triplex,5,4,2236,4880.0,2006,no,yes,2021,541000
Châteauguay,Centre-Ville,Townhouse,4,2,973,2233.0,1993,no,yes,2025,299000
Montréal,Plateau-Mont-Royal,Townhouse,3,1,1170,2475.0,2011,yes,yes,2025,519000
Laval,Vimont,Single Family,5,3,1439,5911.0,1977,no,no,2025,693000
Baie-Comeau,Baie-Comeau Centre,Townhouse,3,1,1187,3119.0,1995,no,yes,2021,126000
Longueuil,Saint-Hubert,Townhouse,3,2,1070,3937.0,1961,no,yes,2021,371000
Saguenay,Chicoutimi,Townhouse,4,2,1139,3396.0,1962,no,no,2025,257000
Blainville,Blainville Centre,Single Family,4,3,2007,10305.0,1965,yes,yes,2022,426000
Laval,Fabreville,Single Family,3,2,1275,5833.0,1967,yes,yes,2025,754000
Montréal,Hochelaga-Maisonneuve,Single Family,3,3,1790,6821.0,1952,no,yes,2025,649000
Laval,Pont-Viau,Single Family,4,3,1468,8860.0,1971,yes,no,2025,895000
Longueuil,Greenfield Park,Single Family,2,2,1607,7595.0,2006,yes,yes,2024,635000
Repentigny,Repentigny Centre,Single Family,3,3,1198,13323.0,1966,yes,yes,2023,678000
Repentigny,Repentigny Centre,Townhouse,3,2,1110,2356.0,2018,yes,yes,2025,511000
Saint-Bruno-de-Montarville,Centre-Ville,Duplex,5,4,1561,4852.0,1988,no,yes,2024,588000
Montréal,Mercier,Townhouse,2,2,1059,2632.0,2006,no,yes,2024,376000
Alma,Alma Centre,Single Family,3,2,1733,10653.0,1983,yes,yes,2022,281000
Montréal,Villeray,Single Family,4,2,1977,11538.0,1980,yes,yes,2023,674000
Gatineau,Hull,Single Family,3,2,1462,9793.0,1958,no,no,2021,396000
Longueuil,Greenfield Park,Triplex,5,4,2386,4572.0,2022,yes,yes,2024,1032000
Montréal,Hochelaga-Maisonneuve,Townhouse,3,1,1026,3421.0,1947,yes,yes,2022,326000
Montréal,Pointe-aux-Trembles,Townhouse,3,3,1182,3133.0,2020,yes,yes,2024,452000
Trois-Rivières,Cap-de-la-Madeleine,Townhouse,2,2,898,3876.0,1966,yes,yes,2022,193000
Longueuil,Saint-Hubert,Single Family,4,1,1166,10230.0,1959,yes,yes,2024,670000
Montréal,Villeray,Single Family,3,2,1245,5189.0,1994,yes,yes,2021,407000
Vaudreuil-Dorion,Centre-Ville,Duplex,4,3,1676,3378.0,1972,yes,yes,2022,525000
Sherbrooke,Rock Forest,Townhouse,2,3,1081,3680.0,1975,yes,yes,2024,401000
Vaudreuil-Dorion,Centre-Ville,Triplex,6,5,2465,4588.0,2021,yes,yes,2025,744000
Montréal,Mercier,Single Family,4,3,1374,4120.0,2013,yes,no,2024,560000
Terrebonne,Terrebonne Ouest,Townhouse,3,2,867,2086.0,1959,no,yes,2023,352000
Laval,Fabreville,Townhouse,3,1,1084,3663.0,1997,yes,no,2023,319000
Montréal,Mercier,Single Family,4,2,1281,6599.0,2017,no,yes,2024,585000
Saint-Jérôme,Centre-Ville,Single Family,3,2,1784,8919.0,1964,yes,yes,2022,413000
Montréal,Villeray,Single Family,3,2,1589,10013.0,1923,no,yes,2025,673000
Trois-Rivières,Centre-Ville,Single Family,5,2,1631,6909.0,2013,yes,yes,2021,348000
Val-d'Or,Val-d'Or Centre,Townhouse,2,2,1260,3013.0,2021,yes,yes,2025,251000
Laval,Vimont,Duplex,5,2,1507,4520.0,2005,yes,no,2023,608000
Boucherville,Boucherville Centre,Triplex,6,4,2001,4009.0,1958,yes,yes,2024,796000
Pointe-Claire,West Island,Triplex,8,5,2566,5917.0,2004,yes,yes,2023,853000
Rimouski,Rimouski Centre,Single Family,4,2,1665,11323.0,1975,yes,yes,2025,294000
Gatineau,Gatineau Centre,Townhouse,4,3,1206,1728.0,1958,yes,no,2024,468000
Longueuil,Le Vieux-Longueuil,Single Family,3,1,1488,9047.0,2015,yes,yes,2021,541000
Pointe-Claire,West Island,Townhouse,3,1,1070,2052.0,2009,yes,no,2021,316000
Montréal,Ville-Marie,Single Family,2,1,1454,10645.0,1960,no,no,2025,593000
Mirabel,Sainte-Monique,Townhouse,3,2,1156,3375.0,2012,no,yes,2023,320000
Montréal,Ville-Marie,Single Family,3,3,1380,13254.0,1922,no,no,2025,548000
Montréal,Mercier,Duplex,3,2,1671,5313.0,1998,no,yes,2024,737000
Longueuil,Le Vieux-Longueuil,Single Family,4,2,1738,4286.0,2010,yes,yes,2024,645000
Longueuil,Le Vieux-Longueuil,Bungalow,3,1,1109,5331.0,2008,yes,yes,2023,522000
Québec,Charlesbourg,Single Family,3,1,1272,11311.0,1949,yes,yes,2021,318000
Montréal,Hochelaga-Maisonneuve,Single Family,2,2,1163,4156.0,1994,yes,no,2021,360000
Montréal,Pointe-aux-Trembles,Bungalow,3,2,1090,5531.0,1922,yes,yes,2021,375000
Granby,Centre-Ville,Single Family,3,1,1489,10933.0,1991,yes,no,2023,436000
Québec,Sillery,Single Family,4,2,1268,11611.0,1989,yes,yes,2025,419000
Québec,Val-Bélair,Single Family,4,3,1528,6649.0,2023,yes,yes,2024,502000
Granby,Centre-Ville,Duplex,4,3,1677,4873.0,2003,no,yes,2024,422000
Candiac,Candiac Centre,Townhouse,3,2,1246,2789.0,1963,yes,yes,2025,477000
Québec,Vanier,Single Family,6,3,1837,6184.0,2022,yes,yes,2025,552000
Montréal,Saint-Léonard,Single Family,3,4,1218,6948.0,1966,yes,no,2024,513000
Québec,Sainte-Foy,Single Family,5,4,2017,9546.0,1962,yes,yes,2024,583000
Boucherville,Boucherville Centre,Townhouse,3,1,825,3514.0,1978,yes,yes,2025,374000
Laval,Pont-Viau,Single Family,4,3,1172,4551.0,1963,yes,yes,2025,454000
Repentigny,Repentigny Centre,Single Family,4,2,1388,8964.0,1976,yes,no,2022,608000
Sherbrooke,Centre-Ville,Single Family,3,2,1901,7272.0,2021,yes,yes,2024,544000
Granby,Centre-Ville,Single Family,3,2,1247,8991.0,1986,no,yes,2023,480000
Sherbrooke,Fleurimont,Single Family,3,3,1979,4764.0,1970,yes,yes,2024,528000
Granby,Centre-Ville,Townhouse,2,1,853,2424.0,2007,no,yes,2024,288000
Repentigny,Le Gardeur,Single Family,4,3,1645,9362.0,1979,yes,yes,2023,733000
Québec,Charlesbourg,Single Family,6,2,1174,11992.0,1967,yes,no,2024,412000
Rouyn-Noranda,Rouyn Centre,Single Family,4,3,1321,14212.0,1989,yes,no,2021,416000
Granby,Centre-Ville,Single Family,5,3,1884,12577.0,2017,yes,yes,2024,653000
Gatineau,Hull,Triplex,5,6,2541,3868.0,1958,yes,yes,2025,996000
Québec,Vanier,Single Family,3,3,1557,12072.0,1935,yes,yes,2024,445000
Montréal,Mercier,Single Family,4,3,890,5869.0,1990,yes,yes,2024,446000
Saint-Jérôme,Centre-Ville,Single Family,4,2,1891,7156.0,1983,yes,yes,2023,476000
Vaudreuil-Dorion,Centre-Ville,Duplex,3,3,1499,4897.0,1959,yes,yes,2024,472000
Montréal,Verdun,Single Family,3,3,1252,6689.0,1918,yes,yes,2024,569000
Québec,Charlesbourg,Triplex,6,6,2608,3200.0,2017,yes,yes,2022,576000
Gatineau,Aylmer,Single Family,4,4,1671,7703.0,2016,yes,yes,2025,728000
Gatineau,Buckingham,Single Family,2,2,1091,10523.0,2018,yes,yes,2023,480000
Terrebonne,Terrebonne Ouest,Single Family,3,3,1573,5970.0,2012,yes,yes,2025,884000
Sherbrooke,Fleurimont,Single Family,4,3,1749,9087.0,1970,yes,yes,2025,590000
Terrebonne,Lachenaie,Single Family,6,2,1518,7014.0,2021,yes,yes,2022,595000
Longueuil,Vieux-Longueuil,Single Family,5,2,1848,5516.0,1977,yes,yes,2025,942000
Longueuil,Vieux-Longueuil,Single Family,4,3,1627,11231.0,1996,yes,yes,2023,767000
Laval,Pont-Viau,Single Family,3,3,1199,9314.0,2008,yes,no,2025,596000
Repentigny,Le Gardeur,Single Family,5,1,1058,5205.0,2007,yes,yes,2021,462000
Montréal,Villeray,Single Family,5,3,1723,9030.0,2010,no,yes,2025,597000
Montréal,Pointe-aux-Trembles,Duplex,5,3,1321,6364.0,1967,no,no,2022,570000
Gatineau,Aylmer,Townhouse,3,2,1269,2522.0,1985,yes,yes,2024,471000
Montréal,Ville-Marie,Single Family,4,3,1628,11682.0,1957,no,yes,2022,606000
Québec,Sainte-Foy,Single Family,3,2,1620,5998.0,2000,no,yes,2024,427000
Laval,Sainte-Dorothée,Townhouse,3,1,1316,3157.0,1999,no,yes,2025,459000
Laval,Sainte-Dorothée,Single Family,4,2,1266,6241.0,1964,yes,yes,2023,521000
Québec,Lebourgneuf,Townhouse,3,2,779,2660.0,1998,yes,yes,2023,255000
Montréal,Rosemont,Duplex,5,4,2019,3719.0,1968,yes,yes,2022,659000
Victoriaville,Centre-Ville,Townhouse,4,2,1099,2849.0,1974,yes,yes,2024,316000
Dollard-des-Ormeaux,West Island,Single Family,4,3,1681,7262.0,2014,no,yes,2024,692000
Laval,Sainte-Dorothée,Single Family,4,3,2139,7091.0,1957,yes,yes,2024,844000
Granby,Centre-Ville,Single Family,4,2,1727,2862.0,1995,no,yes,2022,392000
Saint-Jean-sur-Richelieu,Iberville,Single Family,3,3,1510,5351.0,1981,yes,yes,2023,437000
Longueuil,Greenfield Park,Triplex,5,5,2363,3563.0,2008,yes,no,2023,833000
Longueuil,Vieux-Longueuil,Single Family,5,3,1572,3096.0,1984,yes,no,2024,761000
Gatineau,Buckingham,Single Family,2,3,1537,7241.0,2020,yes,yes,2021,512000
Saint-Bruno-de-Montarville,Centre-Ville,Single Family,4,3,1488,3609.0,2002,yes,yes,2023,639000
Sherbrooke,Centre-Ville,Single Family,4,3,1687,6063.0,1967,no,no,2021,360000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,5,1,1464,3187.0,1967,yes,yes,2023,368000
Dollard-des-Ormeaux,West Island,Single Family,5,3,2041,5411.0,2000,yes,yes,2024,811000
Blainville,Blainville Centre,Single Family,3,1,1015,7828.0,1973,no,yes,2024,371000
Blainville,Blainville Centre,Townhouse,4,2,1070,1826.0,1989,yes,yes,2025,348000
Québec,Sainte-Foy,Single Family,5,2,1957,12911.0,1931,yes,yes,2023,452000
Longueuil,Vieux-Longueuil,Duplex,6,4,1940,6114.0,1967,yes,yes,2022,723000
Victoriaville,Centre-Ville,Single Family,4,2,1601,7434.0,1956,yes,yes,2023,490000
Terrebonne,Terrebonne Ouest,Single Family,3,2,1452,6776.0,1969,yes,yes,2024,565000
Sherbrooke,Fleurimont,Single Family,4,2,1256,6706.0,1960,yes,yes,2024,382000
Gatineau,Gatineau Centre,Single Family,3,3,1239,6820.0,1986,yes,yes,2024,556000
Dollard-des-Ormeaux,West Island,Single Family,6,2,1318,13335.0,1973,yes,yes,2024,591000
Montréal,Villeray,Single Family,5,4,1211,11255.0,1939,yes,yes,2021,455000
Québec,Charlesbourg,Triplex,4,4,2755,6954.0,1934,yes,yes,2024,648000
Longueuil,Greenfield Park,Single Family,3,2,1712,5064.0,1957,no,yes,2025,842000
Victoriaville,Centre-Ville,Townhouse,3,2,850,3330.0,2014,yes,yes,2021,259000
Blainville,Blainville Centre,Single Family,3,3,1888,4332.0,2005,yes,no,2023,553000
Montréal,Plateau-Mont-Royal,Duplex,5,3,1439,3303.0,1930,yes,yes,2024,699000
Montréal,Ville-Marie,Townhouse,2,2,927,2841.0,1978,no,no,2024,394000
Châteauguay,Centre-Ville,Single Family,3,3,1419,6558.0,2019,no,yes,2021,399000
Sherbrooke,Centre-Ville,Bungalow,3,2,1100,5773.0,1979,yes,yes,2025,444000
Montréal,Mercier,Single Family,3,3,1845,7637.0,1983,yes,yes,2025,695000
Châteauguay,Centre-Ville,Single Family,4,2,1637,5436.0,2005,yes,yes,2025,471000
Terrebonne,Lachenaie,Bungalow,3,2,1169,5955.0,2018,no,yes,2023,588000
Sherbrooke,Centre-Ville,Bungalow,3,1,1034,4969.0,1966,yes,yes,2023,382000
Gatineau,Gatineau Centre,Triplex,6,4,1961,3723.0,1955,yes,yes,2021,503000
Rimouski,Rimouski Centre,Townhouse,4,2,1108,2859.0,1997,yes,yes,2022,168000
Lévis,Lévis Centre,Duplex,6,3,1788,4455.0,1998,yes,yes,2024,404000
Montréal,Villeray,Single Family,3,1,887,7463.0,1909,yes,yes,2025,500000
Pointe-Claire,West Island,Townhouse,3,2,841,3160.0,2019,yes,yes,2025,465000
Saguenay,La Baie,Single Family,5,3,1062,4398.0,1957,yes,yes,2022,223000
Montréal,Pointe-aux-Trembles,Duplex,5,3,1831,3670.0,1981,yes,no,2025,843000
Mirabel,Saint-Canut,Single Family,3,2,1198,5696.0,1975,yes,no,2024,387000
Terrebonne,Terrebonne Ouest,Bungalow,3,2,1196,5146.0,2021,yes,yes,2024,706000
Terrebonne,Terrebonne Ouest,Single Family,2,2,1354,6277.0,1999,yes,yes,2023,559000
Laval,Chomedey,Triplex,7,4,2523,3709.0,1973,yes,yes,2024,906000
Laval,Fabreville,Single Family,5,2,1448,6103.0,1996,no,yes,2024,604000
Montréal,Outremont,Single Family,5,2,1556,10880.0,1988,no,yes,2025,688000
Candiac,Candiac Centre,Single Family,4,3,1119,4467.0,1962,yes,yes,2025,486000
Repentigny,Le Gardeur,Single Family,4,2,1838,9326.0,1979,no,yes,2025,1046000
Québec,Sillery,Duplex,5,3,2078,3334.0,1964,yes,yes,2023,495000
Saint-Jean-sur-Richelieu,Centre-Ville,Duplex,5,2,1646,4670.0,1979,yes,yes,2023,360000
Longueuil,Le Vieux-Longueuil,Single Family,4,3,1226,6642.0,1957,yes,yes,2025,603000
Trois-Rivières,Trois-Rivières-Ouest,Bungalow,3,2,1016,6503.0,2005,yes,yes,2024,339000
Brossard,Secteur B,Townhouse,3,3,1144,4306.0,2017,no,yes,2022,388000
Sherbrooke,Centre-Ville,Single Family,3,3,1269,6298.0,2008,yes,no,2025,414000
Terrebonne,La Plaine,Single Family,6,3,1278,4606.0,1986,yes,yes,2024,585000
Repentigny,Le Gardeur,Townhouse,3,2,1269,2437.0,2023,yes,yes,2024,510000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,4,3,1524,5104.0,1989,yes,yes,2024,474000
Montréal,LaSalle,Duplex,5,3,1193,3956.0,1958,yes,yes,2024,523000
Boucherville,Boucherville Centre,Single Family,5,4,1529,5801.0,2008,no,yes,2023,600000
Montréal,Plateau-Mont-Royal,Triplex,8,6,2789,5241.0,1948,no,yes,2024,953000
Laval,Fabreville,Single Family,4,3,1219,10099.0,1957,no,no,2023,502000
Châteauguay,Centre-Ville,Single Family,4,3,1865,8204.0,2021,yes,yes,2022,382000
Rimouski,Rimouski Centre,Single Family,4,2,1670,6817.0,1963,yes,no,2025,296000
Laval,Duvernay,Triplex,7,4,1792,4748.0,2009,yes,yes,2022,773000
Montréal,Lachine,Bungalow,2,1,1214,7520.0,1974,yes,yes,2025,728000
Mirabel,Saint-Canut,Duplex,6,3,1587,6415.0,2002,yes,yes,2024,583000
Repentigny,Repentigny Centre,Duplex,5,3,1802,4801.0,2016,yes,yes,2023,623000
Brossard,Secteur B,Triplex,6,4,2456,4918.0,1973,no,yes,2023,1021000
Québec,Charlesbourg,Single Family,4,3,1194,7438.0,1985,yes,yes,2022,315000
Québec,Beauport,Bungalow,3,1,1055,7400.0,1903,no,yes,2023,337000
Dollard-des-Ormeaux,West Island,Single Family,5,2,1517,5477.0,1966,yes,yes,2022,571000
Châteauguay,Centre-Ville,Single Family,5,3,1027,5462.0,2021,yes,yes,2024,341000
Pointe-Claire,West Island,Single Family,3,2,1906,12924.0,2012,yes,no,2025,1067000
Québec,Beauport,Single Family,3,3,954,7516.0,1995,yes,yes,2023,368000
Saguenay,La Baie,Single Family,5,1,1152,11439.0,2008,yes,no,2024,319000
Rouyn-Noranda,Rouyn Centre,Single Family,5,2,1297,6387.0,2011,yes,yes,2021,368000
Drummondville,Saint-Charles,Single Family,5,1,957,4609.0,1995,yes,yes,2022,263000
Montréal,Verdun,Single Family,4,2,1563,9117.0,1900,yes,yes,2022,472000
Lévis,Charny,Townhouse,3,2,1038,3621.0,1986,yes,no,2024,312000
Longueuil,Vieux-Longueuil,Townhouse,3,2,1167,3055.0,1989,yes,yes,2025,485000
Vaudreuil-Dorion,Centre-Ville,Single Family,5,3,1071,11228.0,1993,yes,yes,2025,487000
Montréal,Verdun,Triplex,4,5,1964,4475.0,1938,yes,no,2023,644000
Laval,Sainte-Dorothée,Single Family,3,4,1432,10845.0,1975,no,no,2022,497000
Terrebonne,La Plaine,Bungalow,3,2,1060,3902.0,1986,no,no,2021,531000
Terrebonne,La Plaine,Duplex,4,3,1698,5680.0,2007,yes,yes,2024,584000
Drummondville,Saint-Charles,Duplex,4,3,1551,4913.0,1969,yes,yes,2024,328000
Longueuil,Vieux-Longueuil,Single Family,4,4,1636,4411.0,1966,yes,yes,2022,598000
Brossard,Secteur C,Duplex,4,3,1799,6446.0,1985,yes,yes,2024,618000
